100663296,102760447,0,2147483647,1
134217728,135266303,0,1073741823,0
17106944,17107199,151453696,151457791,0
117768192,117784575,67436544,67444735,1
117964800,118030335,168230912,168232959,1
0,4294967295,84281856,84281887,1
150994944,152043519,50922496,50922751,0
17369350,17369351,168427776,168428031,1
151191552,151199743,134217728,134479871,1
84477440,84477503,167971072,167971327,0
0,4294967295,0,134217727,1
134217728,268435455,134217728,136314879,1
17301504,17367039,0,4294967295,1
67108864,134217727,134676480,134678527,0
34013184,34021375,134217728,138412031,0
50855936,51118079,167772160,168296447,0
67108864,134217727,0,2147483647,0
33685504,33816575,134283264,134291455,0
0,268435455,0,2147483647,0
0,536870911,168034304,168165375,0
0,536870911,134217728,136314879,0
67108864,67633151,0,4294967295,0
0,4294967295,134217728,138412031,0
168427776,168427807,0,4294967295,0
33949696,33950719,0,4294967295,1
0,1073741823,0,2147483647,1
0,134217727,0,4294967295,1
0,2147483647,0,1073741823,0
0,1073741823,0,4294967295,0
0,4294967295,151061504,151061519,1
0,2147483647,0,4294967295,0
0,4294967295,151323904,151323919,0
0,4294967295,168427520,168493055,0
0,4294967295,150994944,159383551,0
0,4294967295,134217728,268435455,0
0,4294967295,0,536870911,1
0,4294967295,0,4294967295,0
100663296,102760447,0,2147483647,1
134217728,135266303,0,1073741823,0
17106944,17107199,151453696,151457791,0
117768192,117784575,67436544,67444735,1
117964800,118030335,168230912,168232959,1
0,4294967295,84281856,84281887,1
150994944,152043519,50922496,50922751,0
17369350,17369351,168427776,168428031,1
151191552,151199743,134217728,134479871,1
84477440,84477503,167971072,167971327,0
0,4294967295,0,134217727,1
134217728,268435455,134217728,136314879,1
17301504,17367039,0,4294967295,1
67108864,134217727,134676480,134678527,0
34013184,34021375,134217728,138412031,0
50855936,51118079,167772160,168296447,0
67108864,134217727,0,2147483647,0
33685504,33816575,134283264,134291455,0
0,268435455,0,2147483647,0
0,536870911,168034304,168165375,0
0,536870911,134217728,136314879,0
67108864,67633151,0,4294967295,0
0,4294967295,134217728,138412031,0
168427776,168427807,0,4294967295,0
33949696,33950719,0,4294967295,1
0,1073741823,0,2147483647,1
0,134217727,0,4294967295,1
0,2147483647,0,1073741823,0
0,1073741823,0,4294967295,0
0,4294967295,151061504,151061519,1
0,2147483647,0,4294967295,0
0,4294967295,151323904,151323919,0
0,4294967295,168427520,168493055,0
0,4294967295,150994944,159383551,0
0,4294967295,134217728,268435455,0
0,4294967295,0,536870911,1
0,4294967295,0,4294967295,0
100663296,102760447,0,2147483647,1
134217728,135266303,0,1073741823,0
17106944,17107199,151453696,151457791,0
117768192,117784575,67436544,67444735,1
117964800,118030335,168230912,168232959,1
0,4294967295,84281856,84281887,1
150994944,152043519,50922496,50922751,0
17369350,17369351,168427776,168428031,1
151191552,151199743,134217728,134479871,1
84477440,84477503,167971072,167971327,0
0,4294967295,0,134217727,1
134217728,268435455,134217728,136314879,1
17301504,17367039,0,4294967295,1
67108864,134217727,134676480,134678527,0
34013184,34021375,134217728,138412031,0
50855936,51118079,167772160,168296447,0
67108864,134217727,0,2147483647,0
33685504,33816575,134283264,134291455,0
0,268435455,0,2147483647,0
0,536870911,168034304,168165375,0
0,536870911,134217728,136314879,0
67108864,67633151,0,4294967295,0
0,4294967295,134217728,138412031,0
168427776,168427807,0,4294967295,0
33949696,33950719,0,4294967295,1
0,1073741823,0,2147483647,1
0,134217727,0,4294967295,1
0,2147483647,0,1073741823,0
0,1073741823,0,4294967295,0
0,4294967295,151061504,151061519,1
0,2147483647,0,4294967295,0
0,4294967295,151323904,151323919,0
0,4294967295,168427520,168493055,0
0,4294967295,150994944,159383551,0
0,4294967295,134217728,268435455,0
0,4294967295,0,536870911,1
0,4294967295,0,4294967295,0
100663296,102760447,0,2147483647,1
134217728,135266303,0,1073741823,0
17106944,17107199,151453696,151457791,0
117768192,117784575,67436544,67444735,1
117964800,118030335,168230912,168232959,1
0,4294967295,84281856,84281887,1
150994944,152043519,50922496,50922751,0
17369350,17369351,168427776,168428031,1
151191552,151199743,134217728,134479871,1
84477440,84477503,167971072,167971327,0
0,4294967295,0,134217727,1
134217728,268435455,134217728,136314879,1
17301504,17367039,0,4294967295,1
67108864,134217727,134676480,134678527,0
34013184,34021375,134217728,138412031,0
50855936,51118079,167772160,168296447,0
67108864,134217727,0,2147483647,0
33685504,33816575,134283264,134291455,0
0,268435455,0,2147483647,0
0,536870911,168034304,168165375,0
0,536870911,134217728,136314879,0
67108864,67633151,0,4294967295,0
0,4294967295,134217728,138412031,0
168427776,168427807,0,4294967295,0
33949696,33950719,0,4294967295,1
0,1073741823,0,2147483647,1
0,134217727,0,4294967295,1
0,2147483647,0,1073741823,0
0,1073741823,0,4294967295,0
0,4294967295,151061504,151061519,1
0,2147483647,0,4294967295,0
0,4294967295,151323904,151323919,0
0,4294967295,168427520,168493055,0
0,4294967295,150994944,159383551,0
0,4294967295,134217728,268435455,0
0,4294967295,0,536870911,1
0,4294967295,0,4294967295,0
100663296,102760447,0,2147483647,1
134217728,135266303,0,1073741823,0
17106944,17107199,151453696,151457791,0
117768192,117784575,67436544,67444735,1
117964800,118030335,168230912,168232959,1
0,4294967295,84281856,84281887,1
150994944,152043519,50922496,50922751,0
17369350,17369351,168427776,168428031,1
151191552,151199743,134217728,134479871,1
84477440,84477503,167971072,167971327,0
0,4294967295,0,134217727,1
134217728,268435455,134217728,136314879,1
17301504,17367039,0,4294967295,1
67108864,134217727,134676480,134678527,0
34013184,34021375,134217728,138412031,0
50855936,51118079,167772160,168296447,0
67108864,134217727,0,2147483647,0
33685504,33816575,134283264,134291455,0
0,268435455,0,2147483647,0
0,536870911,168034304,168165375,0
0,536870911,134217728,136314879,0
67108864,67633151,0,4294967295,0
0,4294967295,134217728,138412031,0
168427776,168427807,0,4294967295,0
33949696,33950719,0,4294967295,1
0,1073741823,0,2147483647,1
0,134217727,0,4294967295,1
0,2147483647,0,1073741823,0
0,1073741823,0,4294967295,0
0,4294967295,151061504,151061519,1
0,2147483647,0,4294967295,0
0,4294967295,151323904,151323919,0
0,4294967295,168427520,168493055,0
0,4294967295,150994944,159383551,0
0,4294967295,134217728,268435455,0
0,4294967295,0,536870911,1
